no,state_name,district_name

586. Telangana (TS), Wanaparthy Wanaparthy
587. Telangana (TS), Warangal Rural Warangal Rural
588. Telangana (TS), Warangal Urban Warangal Urban
589. Telangana (TS), Yadadri Bhuvanagiri Yadadri Bhuvanagiri
590. Tripura (TR), Dhalai Ambassa
591. Tripura (TR), Gomati Udaipur
592. Tripura (TR), Khowai Khowai
593. Tripura (TR), North Tripura Dharmanagar
594. Tripura (TR), Sepahijala Bishramganj
595. Tripura (TR), South Tripura Belonia
596. Tripura (TR), Unakoti Kailasahar
597. Tripura (TR), West Tripura Agartala
598. Uttar Pradesh (UP), Agra Agra
599. Uttar Pradesh (UP), Aligarh Aligarh
600. Uttar Pradesh (UP), Ambedkar Nagar Akbarpur
601. Uttar Pradesh (UP), Amethi Gauriganj
602. Uttar Pradesh (UP), Amroha Amroha
603. Uttar Pradesh (UP), Auraiya Auraiya
604. Uttar Pradesh (UP), Ayodhya Ayodhya
605. Uttar Pradesh (UP), Azamgarh Azamgarh
606. Uttar Pradesh (UP), Badaun Badaun
607. Uttar Pradesh (UP), Baghpat Baghpat
608. Uttar Pradesh (UP), Bahraich Bahraich
609. Uttar Pradesh (UP), Balarampur Balrampur
610. Uttar Pradesh (UP), Ballia Ballia
611. Uttar Pradesh (UP), Banda Banda
612. Uttar Pradesh (UP), Barabanki Barabanki
613. Uttar Pradesh (UP), Bareilly Bareilly
614. Uttar Pradesh (UP), Basti Basti
615. Uttar Pradesh (UP), Bhadohi Bhadohi
616. Uttar Pradesh (UP), Bijnor Bijnor
617. Uttar Pradesh (UP), Budaun Budaun
618. Uttar Pradesh (UP), Bulandshahr Bulandshahr
619. Uttar Pradesh (UP), Chandauli Chandauli
620. Uttar Pradesh (UP), Chitrakoot Chitrakoot
621. Uttar Pradesh (UP), Deoria Deoria
622. Uttar Pradesh (UP), Etah Etah
623. Uttar Pradesh (UP), Etawah Etawah
624. Uttar Pradesh (UP), Faizabad Faizabad
625. Uttar Pradesh (UP), Farrukhabad
